trade_id,trade_date,instrument_isin,instrument_name,instrument_country,instrument_type,venue_mic,counterparty_id,counterparty_name,counterparty_lei,side,quantity,price,notional_value,currency,reporting_status,rejection_reason,report_submitted_date
TRD00251,2024-03-03,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP004,UBS Group AG,529900T8BM49AURSDO55,BUY,22718,477.7583,10853713.06,EUR,ACCEPTED,,2024-03-04
TRD00252,2024-01-22,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,SELL,43089,135.6575,5845346.02,EUR,ACCEPTED,,2024-01-23
TRD00253,2024-04-13,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP003,Societe Generale,BADLEI00000000000000000,BUY,45724,143.0945,6542852.92,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-04-14
TRD00254,2024-01-26,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,SELL,15359,35.7206,548632.7,EUR,PENDING,,2024-01-27
TRD00255,2024-08-29,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP001,Deutsche Bank AG,00000000000000000000,SELL,10450,209.3847,2188070.12,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-08-30
TRD00256,2024-05-27,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,BUY,5962,329.6264,1965232.6,EUR,ACCEPTED,,2024-05-28
TRD00257,2024-03-30,US0378331005,Apple Inc,US,EQUITY,XLON,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,SELL,32565,101.2927,3298596.78,EUR,ACCEPTED,,2024-03-31
TRD00258,2024-01-05,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,SELL,22057,149.4352,3296092.21,EUR,ACCEPTED,,2024-01-06
TRD00259,2024-09-15,US0378331005,Apple Inc,US,EQUITY,XPAR,CP002,Barclays PLC,529900T8BM49AURSDO55,SELL,21771,89.6222,1951164.92,EUR,ACCEPTED,,2024-09-16
TRD00260,2024-04-05,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,BUY,37310,340.4566,12702435.75,EUR,ACCEPTED,,2024-04-06
TRD00261,2024-11-08,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,SELL,33869,170.6841,5780899.78,EUR,ACCEPTED,,2024-11-09
TRD00262,2024-04-04,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,547,137.7848,75368.29,EUR,ACCEPTED,,2024-04-05
TRD00263,2024-05-16,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,37644,15.6035,587378.15,EUR,PENDING,,2024-05-17
TRD00264,2024-02-01,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP004,UBS Group AG,MAES062Z21O4RZ2U7M96,SELL,10567,208.6541,2204847.87,EUR,ACCEPTED,,2024-02-02
TRD00265,2024-11-23,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,SELL,14460,479.1067,6927882.88,EUR,ACCEPTED,,2024-11-24
TRD00266,2024-08-20,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,SELL,46102,279.1249,12868216.14,EUR,ACCEPTED,,2024-08-21
TRD00267,2024-05-06,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,SELL,34539,228.9065,7906201.6,EUR,ACCEPTED,,2024-05-07
TRD00268,2024-10-15,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP007,JPMorgan Chase,BADLEI00000000000000000,BUY,33227,109.0568,3623630.29,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-10-16
TRD00269,2024-09-23,US0378331005,Apple Inc,US,EQUITY,XEUR,CP006,Morgan Stanley,9ZHRYM6F437SQJ6OUG95,BUY,47083,295.7424,13924439.42,EUR,ACCEPTED,,2024-09-24
TRD00270,2024-01-29,US0378331005,Apple Inc,US,EQUITY,XLON,CP005,Credit Suisse,529900T8BM49AURSDO55,SELL,30036,286.3165,8599802.39,EUR,ACCEPTED,,2024-01-30
TRD00271,2024-01-12,US0378331005,Apple Inc,US,EQUITY,XPAR,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,BUY,48977,116.7716,5719122.65,EUR,ACCEPTED,,2024-01-13
TRD00272,2024-08-04,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP005,Credit Suisse,7H6GLXDRUGQFU57RNE97,SELL,4623,493.2073,2280097.35,EUR,ACCEPTED,,2024-08-05
TRD00273,2024-05-26,US0378331005,Apple Inc,US,EQUITY,XLON,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,SELL,42142,489.3833,20623591.03,EUR,ACCEPTED,,2024-05-27
TRD00274,2024-07-14,US0378331005,Apple Inc,US,EQUITY,XAMS,CP004,UBS Group AG,XKZZ2JZF41MRHTR1V493,BUY,44843,482.4307,21633639.88,EUR,ACCEPTED,,2024-07-15
TRD00275,2024-03-01,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP004,UBS Group AG,INVALID123,BUY,8445,366.6505,3096363.47,EUR,REJECTED,INVALID_LEI,2024-03-02
TRD00276,2024-06-01,US0378331005,Apple Inc,US,EQUITY,XMIL,CP004,UBS Group AG,00000000000000000000,BUY,24956,413.4466,10317973.35,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-06-02
TRD00277,2024-03-20,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,SELL,2211,406.6443,899090.55,EUR,ACCEPTED,,2024-03-21
TRD00278,2024-05-03,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP001,Deutsche Bank AG,BADLEI00000000000000000,BUY,2300,228.7561,526139.03,EUR,REJECTED,INVALID_LEI,2024-05-04
TRD00279,2024-07-24,US0378331005,Apple Inc,US,EQUITY,XLON,CP005,Credit Suisse,PBLD0EJDB5FWOLXP3B76,BUY,49539,433.2278,21461671.98,EUR,ACCEPTED,,2024-07-25
TRD00280,2024-09-14,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP007,JPMorgan Chase,INR2EJN1ERAN0W5ZP974,SELL,37855,166.2628,6293878.29,EUR,PENDING,,2024-09-15
TRD00281,2024-06-03,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP002,Barclays PLC,UWJKLYCTVC18SQVJHL39,BUY,19793,144.8254,2866529.14,EUR,ACCEPTED,,2024-06-04
TRD00282,2024-10-11,US0378331005,Apple Inc,US,EQUITY,XEUR,CP003,Societe Generale,UWJKLYCTVC18SQVJHL39,SELL,44097,196.7658,8676781.48,EUR,PENDING,,2024-10-12
TRD00283,2024-07-28,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP004,UBS Group AG,INR2EJN1ERAN0W5ZP974,BUY,49541,273.5848,13553664.58,EUR,ACCEPTED,,2024-07-29
TRD00284,2024-06-02,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,SELL,3876,285.5691,1106865.83,EUR,ACCEPTED,,2024-06-03
TRD00285,2024-07-17,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,SELL,42482,48.7445,2070763.85,EUR,ACCEPTED,,2024-07-18
TRD00286,2024-02-17,DE0007164600,SAP SE,DE,EQUITY,XLON,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,BUY,24818,340.0992,8440581.95,EUR,ACCEPTED,,2024-02-18
TRD00287,2024-04-06,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,36724,116.3381,4272400.38,EUR,PENDING,,2024-04-07
TRD00288,2024-06-04,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP002,Barclays PLC,INR2EJN1ERAN0W5ZP974,SELL,7788,375.9708,2928060.59,EUR,PENDING,,2024-06-05
TRD00289,2024-12-22,DE0007164600,SAP SE,DE,EQUITY,XLON,CP004,UBS Group AG,UWJKLYCTVC18SQVJHL39,SELL,36281,167.5914,6080383.58,EUR,ACCEPTED,,2024-12-23
TRD00290,2024-08-26,DE0007164600,SAP SE,DE,EQUITY,XPAR,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,SELL,23669,261.2801,6184238.69,EUR,ACCEPTED,,2024-08-27
TRD00291,2024-02-20,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,SELL,13412,191.6454,2570348.1,EUR,ACCEPTED,,2024-02-21
TRD00292,2024-10-15,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP006,Morgan Stanley,529900T8BM49AURSDO55,SELL,1162,137.7793,160099.55,EUR,ACCEPTED,,2024-10-16
TRD00293,2024-03-19,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP002,Barclays PLC,XKZZ2JZF41MRHTR1V493,SELL,37441,418.3477,15663356.24,EUR,ACCEPTED,,2024-03-20
TRD00294,2024-05-11,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP006,Morgan Stanley,XKZZ2JZF41MRHTR1V493,BUY,48570,250.3918,12161529.73,EUR,PENDING,,2024-05-12
TRD00295,2024-03-27,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP004,UBS Group AG,7H6GLXDRUGQFU57RNE97,BUY,35629,495.2585,17645565.1,EUR,ACCEPTED,,2024-03-28
TRD00296,2024-02-08,XS9876543210,USD Corp Bond 2028,XS,BOND,XEUR,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,BUY,27126,77.3708,2098760.32,EUR,ACCEPTED,,2024-02-09
TRD00297,2024-12-28,GB0002634946,BP PLC,GB,EQUITY,XEUR,CP002,Barclays PLC,00000000000000000000,SELL,29985,192.8683,5783155.98,EUR,REJECTED,INVALID_LEI,2024-12-29
TRD00298,2024-01-04,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP004,UBS Group AG,529900T8BM49AURSDO55,SELL,1196,269.4146,322219.86,EUR,ACCEPTED,,2024-01-05
TRD00299,2024-01-09,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP007,JPMorgan Chase,INR2EJN1ERAN0W5ZP974,BUY,7113,459.8439,3270869.66,EUR,ACCEPTED,,2024-01-10
TRD00300,2024-04-08,DE0007164600,SAP SE,DE,EQUITY,XMIL,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,17619,399.5188,7039121.74,EUR,ACCEPTED,,2024-04-09
TRD00301,2024-07-26,US0378331005,Apple Inc,US,EQUITY,XMIL,CP002,Barclays PLC,7H6GLXDRUGQFU57RNE97,BUY,14901,156.9876,2339272.23,EUR,PENDING,,2024-07-27
TRD00302,2024-02-17,US0378331005,Apple Inc,US,EQUITY,XAMS,CP004,UBS Group AG,BADLEI00000000000000000,BUY,31295,37.4963,1173446.71,EUR,REJECTED,INVALID_LEI,2024-02-18
TRD00303,2024-09-12,XS9876543210,USD Corp Bond 2028,XS,BOND,XAMS,CP006,Morgan Stanley,7H6GLXDRUGQFU57RNE97,BUY,37183,488.8913,18178445.21,EUR,ACCEPTED,,2024-09-13
TRD00304,2024-04-27,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP004,UBS Group AG,7H6GLXDRUGQFU57RNE97,SELL,3151,462.838,1458402.54,EUR,ACCEPTED,,2024-04-28
TRD00305,2024-04-01,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,38571,80.6539,3110901.58,EUR,ACCEPTED,,2024-04-02
TRD00306,2024-06-02,GB0002634946,BP PLC,GB,EQUITY,XMIL,CP002,Barclays PLC,00000000000000000000,SELL,25603,341.7471,8749751.0,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-06-03
TRD00307,2024-12-18,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,22766,36.3113,826663.06,EUR,PENDING,,2024-12-19
TRD00308,2024-02-08,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP007,JPMorgan Chase,INVALID123,SELL,39133,204.3845,7998178.64,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-02-09
TRD00309,2024-08-18,US0378331005,Apple Inc,US,EQUITY,XLON,CP003,Societe Generale,INVALID123,SELL,24703,221.6055,5474320.67,EUR,REJECTED,MISSING_VENUE_CODE,2024-08-19
TRD00310,2024-05-31,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,SELL,5476,141.3063,773793.3,EUR,ACCEPTED,,2024-06-01
TRD00311,2024-07-18,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP001,Deutsche Bank AG,XKZZ2JZF41MRHTR1V493,SELL,440,472.0505,207702.22,EUR,ACCEPTED,,2024-07-19
TRD00312,2024-05-18,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP001,Deutsche Bank AG,MAES062Z21O4RZ2U7M96,SELL,28344,229.9334,6517232.29,EUR,ACCEPTED,,2024-05-19
TRD00313,2024-01-14,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP005,Credit Suisse,UWJKLYCTVC18SQVJHL39,SELL,39220,303.0415,11885287.63,EUR,ACCEPTED,,2024-01-15
TRD00314,2024-01-07,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP004,UBS Group AG,PBLD0EJDB5FWOLXP3B76,BUY,47603,451.5567,21495453.59,EUR,ACCEPTED,,2024-01-08
TRD00315,2024-12-16,US0378331005,Apple Inc,US,EQUITY,XLON,CP002,Barclays PLC,MAES062Z21O4RZ2U7M96,BUY,19834,141.5193,2806893.8,EUR,ACCEPTED,,2024-12-17
TRD00316,2024-03-26,US0378331005,Apple Inc,US,EQUITY,XPAR,CP004,UBS Group AG,529900T8BM49AURSDO55,SELL,31834,393.5066,12526889.1,EUR,ACCEPTED,,2024-03-27
TRD00317,2024-05-06,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP005,Credit Suisse,,BUY,12915,234.3522,3026658.66,EUR,REJECTED,INVALID_LEI,2024-05-07
TRD00318,2024-07-21,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP004,UBS Group AG,529900T8BM49AURSDO55,BUY,28950,174.0207,5037899.27,EUR,ACCEPTED,,2024-07-22
TRD00319,2024-06-13,DE0007164600,SAP SE,DE,EQUITY,XLON,CP004,UBS Group AG,529900T8BM49AURSDO55,SELL,11741,482.6416,5666695.03,EUR,ACCEPTED,,2024-06-14
TRD00320,2024-12-21,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP005,Credit Suisse,XKZZ2JZF41MRHTR1V493,SELL,21457,194.2671,4168389.16,EUR,ACCEPTED,,2024-12-22
TRD00321,2024-02-28,DE0007164600,SAP SE,DE,EQUITY,XLON,CP005,Credit Suisse,00000000000000000000,BUY,11891,344.0392,4090970.13,EUR,REJECTED,MISSING_INSTRUMENT_ID,2024-02-29
TRD00322,2024-08-12,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP007,JPMorgan Chase,9ZHRYM6F437SQJ6OUG95,SELL,4632,411.2931,1905109.64,EUR,PENDING,,2024-08-13
TRD00323,2024-03-12,XS1234567890,EUR Corp Bond 2026,XS,BOND,XPAR,CP002,Barclays PLC,UWJKLYCTVC18SQVJHL39,SELL,43266,85.5302,3700549.63,EUR,ACCEPTED,,2024-03-13
TRD00324,2024-02-07,US0378331005,Apple Inc,US,EQUITY,XMIL,CP004,UBS Group AG,INVALID123,SELL,26367,271.84,7167605.28,EUR,REJECTED,PRICE_OUT_OF_RANGE,2024-02-08
TRD00325,2024-12-25,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP005,Credit Suisse,XKZZ2JZF41MRHTR1V493,BUY,5669,63.591,360497.38,EUR,PENDING,,2024-12-26
TRD00326,2024-03-26,XS1234567890,EUR Corp Bond 2026,XS,BOND,XMIL,CP001,Deutsche Bank AG,,SELL,42372,341.9612,14489579.97,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-03-27
TRD00327,2024-02-24,DE000A1EWWW0,Adidas AG,DE,EQUITY,XEUR,CP003,Societe Generale,9ZHRYM6F437SQJ6OUG95,BUY,33567,375.958,12619782.19,EUR,ACCEPTED,,2024-02-25
TRD00328,2024-07-10,US0378331005,Apple Inc,US,EQUITY,XAMS,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,BUY,38673,348.3143,13470358.92,EUR,PENDING,,2024-07-11
TRD00329,2024-01-13,US0378331005,Apple Inc,US,EQUITY,XEUR,CP003,Societe Generale,XKZZ2JZF41MRHTR1V493,BUY,5726,66.874,382920.52,EUR,ACCEPTED,,2024-01-14
TRD00330,2024-06-08,FR0000131104,BNP Paribas,FR,EQUITY,XAMS,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,SELL,34251,246.6337,8447450.86,EUR,ACCEPTED,,2024-06-09
TRD00331,2024-08-12,XS1234567890,EUR Corp Bond 2026,XS,BOND,XAMS,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,BUY,19778,31.8947,630813.38,EUR,ACCEPTED,,2024-08-13
TRD00332,2024-06-24,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,BUY,48628,129.5173,6298167.26,EUR,ACCEPTED,,2024-06-25
TRD00333,2024-06-18,DE0007164600,SAP SE,DE,EQUITY,XAMS,CP004,UBS Group AG,UWJKLYCTVC18SQVJHL39,BUY,26645,318.5826,8488633.38,EUR,ACCEPTED,,2024-06-19
TRD00334,2024-07-21,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP002,Barclays PLC,INR2EJN1ERAN0W5ZP974,BUY,38910,220.4809,8578911.82,EUR,ACCEPTED,,2024-07-22
TRD00335,2024-04-15,FR0000131104,BNP Paribas,FR,EQUITY,XEUR,CP005,Credit Suisse,INR2EJN1ERAN0W5ZP974,SELL,35285,101.6103,3585319.44,EUR,ACCEPTED,,2024-04-16
TRD00336,2024-08-22,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP006,Morgan Stanley,UWJKLYCTVC18SQVJHL39,SELL,34684,483.299,16762742.52,EUR,ACCEPTED,,2024-08-23
TRD00337,2024-11-08,US0378331005,Apple Inc,US,EQUITY,XMIL,CP001,Deutsche Bank AG,529900T8BM49AURSDO55,BUY,23167,424.3037,9829843.82,EUR,ACCEPTED,,2024-11-09
TRD00338,2024-11-10,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP006,Morgan Stanley,MAES062Z21O4RZ2U7M96,SELL,20624,67.7522,1397321.37,EUR,ACCEPTED,,2024-11-11
TRD00339,2024-04-03,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP005,Credit Suisse,UWJKLYCTVC18SQVJHL39,SELL,27509,302.2487,8314559.49,EUR,ACCEPTED,,2024-04-04
TRD00340,2024-04-05,US0378331005,Apple Inc,US,EQUITY,XMIL,CP006,Morgan Stanley,529900T8BM49AURSDO55,SELL,11453,281.9072,3228683.16,EUR,PENDING,,2024-04-06
TRD00341,2024-03-12,GB0002634946,BP PLC,GB,EQUITY,XPAR,CP007,JPMorgan Chase,7H6GLXDRUGQFU57RNE97,SELL,40693,36.2695,1475914.76,EUR,ACCEPTED,,2024-03-13
TRD00342,2024-09-05,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,UWJKLYCTVC18SQVJHL39,SELL,36903,257.6646,9508596.73,EUR,ACCEPTED,,2024-09-06
TRD00343,2024-12-16,US0378331005,Apple Inc,US,EQUITY,XAMS,CP006,Morgan Stanley,INR2EJN1ERAN0W5ZP974,BUY,32127,91.9542,2954212.58,EUR,ACCEPTED,,2024-12-17
TRD00344,2024-05-29,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP002,Barclays PLC,00000000000000000000,SELL,19018,92.4224,1757689.2,EUR,REJECTED,MISSING_VENUE_CODE,2024-05-30
TRD00345,2024-09-18,DE000A1EWWW0,Adidas AG,DE,EQUITY,XMIL,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,SELL,35693,413.4086,14755793.16,EUR,ACCEPTED,,2024-09-19
TRD00346,2024-08-13,DE0007164600,SAP SE,DE,EQUITY,XLON,CP004,UBS Group AG,529900T8BM49AURSDO55,BUY,48333,416.7347,20142038.26,EUR,ACCEPTED,,2024-08-14
TRD00347,2024-01-17,US0378331005,Apple Inc,US,EQUITY,XPAR,CP003,Societe Generale,INR2EJN1ERAN0W5ZP974,BUY,28874,433.9923,12531093.67,EUR,ACCEPTED,,2024-01-18
TRD00348,2024-04-17,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,SELL,46679,309.0283,14425132.02,EUR,ACCEPTED,,2024-04-18
TRD00349,2024-11-11,GB0002634946,BP PLC,GB,EQUITY,XLON,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,SELL,3990,289.3364,1154452.24,EUR,ACCEPTED,,2024-11-12
TRD00350,2024-06-14,XS1234567890,EUR Corp Bond 2026,XS,BOND,XPAR,CP003,Societe Generale,BADLEI00000000000000000,BUY,17620,476.6747,8399008.21,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-06-15
TRD00351,2024-01-31,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP006,Morgan Stanley,INR2EJN1ERAN0W5ZP974,SELL,16462,81.6593,1344275.4,EUR,ACCEPTED,,2024-02-01
TRD00352,2024-12-12,US0378331005,Apple Inc,US,EQUITY,XAMS,CP002,Barclays PLC,00000000000000000000,SELL,41545,141.6714,5885738.31,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-12-13
TRD00353,2024-02-08,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP004,UBS Group AG,00000000000000000000,SELL,49239,146.3306,7205172.41,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-02-09
TRD00354,2024-06-16,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP007,JPMorgan Chase,XKZZ2JZF41MRHTR1V493,SELL,6204,368.1566,2284043.55,EUR,PENDING,,2024-06-17
TRD00355,2024-02-02,XS9876543210,USD Corp Bond 2028,XS,BOND,XMIL,CP004,UBS Group AG,529900T8BM49AURSDO55,SELL,28257,414.1753,11703351.45,EUR,ACCEPTED,,2024-02-03
TRD00356,2024-06-14,XS9876543210,USD Corp Bond 2028,XS,BOND,XPAR,CP003,Societe Generale,,SELL,37975,73.9912,2809815.82,EUR,REJECTED,INVALID_LEI,2024-06-15
TRD00357,2024-01-24,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP001,Deutsche Bank AG,UWJKLYCTVC18SQVJHL39,BUY,10453,226.2301,2364783.24,EUR,ACCEPTED,,2024-01-25
TRD00358,2024-04-13,XS1234567890,EUR Corp Bond 2026,XS,BOND,XLON,CP006,Morgan Stanley,MAES062Z21O4RZ2U7M96,SELL,10518,438.4675,4611801.17,EUR,ACCEPTED,,2024-04-14
TRD00359,2024-12-01,FR0000131104,BNP Paribas,FR,EQUITY,XPAR,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,43649,452.8621,19766977.8,EUR,ACCEPTED,,2024-12-02
TRD00360,2024-07-21,XS1234567890,EUR Corp Bond 2026,XS,BOND,XPAR,CP006,Morgan Stanley,MAES062Z21O4RZ2U7M96,BUY,49594,124.7305,6185884.42,EUR,PENDING,,2024-07-22
TRD00361,2024-01-01,GB0002634946,BP PLC,GB,EQUITY,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,SELL,39007,120.8335,4713352.33,EUR,ACCEPTED,,2024-01-02
TRD00362,2024-01-05,XS1234567890,EUR Corp Bond 2026,XS,BOND,XPAR,CP007,JPMorgan Chase,MAES062Z21O4RZ2U7M96,SELL,27776,350.0752,9723688.76,EUR,ACCEPTED,,2024-01-06
TRD00363,2024-04-27,US0378331005,Apple Inc,US,EQUITY,XEUR,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,SELL,6863,163.5422,1122390.12,EUR,ACCEPTED,,2024-04-28
TRD00364,2024-07-14,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP006,Morgan Stanley,PBLD0EJDB5FWOLXP3B76,BUY,9462,43.5217,411802.33,EUR,PENDING,,2024-07-15
TRD00365,2024-08-13,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP006,Morgan Stanley,INR2EJN1ERAN0W5ZP974,SELL,10020,460.7481,4616695.96,EUR,PENDING,,2024-08-14
TRD00366,2024-02-14,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP007,JPMorgan Chase,UWJKLYCTVC18SQVJHL39,SELL,38738,367.7045,14244136.92,EUR,ACCEPTED,,2024-02-15
TRD00367,2024-06-10,XS9876543210,USD Corp Bond 2028,XS,BOND,XLON,CP002,Barclays PLC,7H6GLXDRUGQFU57RNE97,SELL,42345,51.2819,2171532.06,EUR,ACCEPTED,,2024-06-11
TRD00368,2024-12-03,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP005,Credit Suisse,,SELL,33492,102.4368,3430813.31,EUR,REJECTED,INVALID_LEI,2024-12-04
TRD00369,2024-05-02,US0378331005,Apple Inc,US,EQUITY,XAMS,CP001,Deutsche Bank AG,7H6GLXDRUGQFU57RNE97,BUY,32840,322.6603,10596164.25,EUR,ACCEPTED,,2024-05-03
TRD00370,2024-07-03,FR0000131104,BNP Paribas,FR,EQUITY,XLON,CP004,UBS Group AG,00000000000000000000,BUY,27681,189.0521,5233151.18,EUR,REJECTED,INVALID_LEI,2024-07-04
TRD00371,2024-01-09,DE0007164600,SAP SE,DE,EQUITY,XEUR,CP001,Deutsche Bank AG,UWJKLYCTVC18SQVJHL39,BUY,14238,29.5152,420237.42,EUR,ACCEPTED,,2024-01-10
TRD00372,2024-09-16,FR0000131104,BNP Paribas,FR,EQUITY,XMIL,CP007,JPMorgan Chase,PBLD0EJDB5FWOLXP3B76,BUY,27859,353.8872,9858943.5,EUR,ACCEPTED,,2024-09-17
TRD00373,2024-05-22,DE000A1EWWW0,Adidas AG,DE,EQUITY,XPAR,CP001,Deutsche Bank AG,,BUY,13416,487.4136,6539140.86,EUR,REJECTED,DUPLICATE_TRADE_ID,2024-05-23
TRD00374,2024-10-27,XS1234567890,EUR Corp Bond 2026,XS,BOND,XEUR,CP003,Societe Generale,7H6GLXDRUGQFU57RNE97,BUY,28771,367.6796,10578509.77,EUR,PENDING,,2024-10-28
TRD00375,2024-05-05,DE000A1EWWW0,Adidas AG,DE,EQUITY,XAMS,CP001,Deutsche Bank AG,PBLD0EJDB5FWOLXP3B76,SELL,40227,308.3279,12403106.43,EUR,ACCEPTED,,2024-05-06
TRD00376,2024-03-02,DE000A1EWWW0,Adidas AG,DE,EQUITY,XLON,CP006,Morgan Stanley,529900T8BM49AURSDO55,SELL,10836,253.2423,2744133.56,EUR,ACCEPTED,,2024-03-03
